Type,"Agriculture, forestry, fishing and hunting","Mining, quarrying, and oil and gas extraction",Construction,Manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Utilities,Information,Finance and insurance,Real estate and rental and leasing,"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management services,Educational services,Health care and social assistance,"Arts, entertainment, and recreation",Accommodation and food services,Public administration
"Wayne County, Michigan",1711,233,32353,142748,18906,79940,44085,5366,8049,30413,13916,39039,2123,38931,55894,120128,15414,68926,22879
